question,answer,options,correct_option,path,condition
"A 48-year-old male with a history of anxiety presents to the clinic with recurrent episodes of chest pain. Cardiac workup, including coronary angiography, was unremarkable. Given the suspicion for noncardiac chest pain, what is the MOST appropriate next step in management?",Initiate a trial of high-dose proton pump inhibitor (PPI) therapy twice daily for 14 days.,"[""'Initiate a trial of high-dose proton pump inhibitor (PPI) therapy twice daily for 14 days.'"", ""'Order an upper endoscopy to rule out structural abnormalities.'"", ""'Start the patient on a calcium channel blocker for presumed esophageal spasm.'"", ""'Perform esophageal manometry to evaluate for motility disorders.'"", ""'Refer the patient for psychiatric evaluation and cognitive behavioral therapy.'""]",A,Patient with noncardiac chest pain and normal coronary arteries -> Initial assessment of the patient -> Administer a double dose of proton pump inhibitor twice daily for 14 days -> Patient responds to PPI treatment -> Treat the patient for gastroesophageal reflux disease,noncardiac chest pain
"A 45-year-old male presents to the clinic with recurrent episodes of noncardiac chest pain. His ECG and cardiac enzymes are normal, and a recent coronary angiogram showed no significant blockages. After an initial assessment, a double dose of proton pump inhibitor twice daily for 14 days was administered, but the patient reports no improvement in his symptoms. An endoscopy revealed no structural abnormalities or mucosal damage. Provocative testing did not induce any pain. What is the MOST appropriate next step in managing this patient's chest pain?",Perform 24-hour pH monitoring to correlate chest pain events with reflux events.,"['Initiate a trial of anti-anxiety medication.', 'Prescribe a calcium channel blocker to treat possible microvascular angina.', 'Perform 24-hour pH monitoring to correlate chest pain events with reflux events.', 'Order an esophageal manometry to assess for motility disorders.', 'Refer the patient for a psychiatric evaluation.']",C,"Patient with noncardiac chest pain and normal coronary arteries -> Initial assessment of the patient -> Administer a double dose of proton pump inhibitor twice daily for 14 days -> Patient does not respond to PPI treatment -> Perform an endoscopy -> No pain induced during provocative testing -> Conduct 24-hour pH monitoring -> Chest pain correlates with low pH -> Esophageal cause, likely GERD -> Treat the patient for gastroesophageal reflux disease",noncardiac chest pain
A 45-year-old male presents to the clinic with recurrent episodes of noncardiac chest pain. His ECG and cardiac enzymes are normal. He was initially treated with a high-dose PPI twice daily for 14 days without relief. What is the MOST appropriate next step in the management of this patient?,Perform an endoscopy to exclude structural or mucosal abnormalities,"['Empirically treat for microvascular angina', 'Perform an endoscopy to exclude structural or mucosal abnormalities', 'Initiate ambulatory pH monitoring to assess for GERD', 'Order esophageal manometry to evaluate for motility disorders', 'Begin a trial of anti-anxiety medication']",B,Patient with noncardiac chest pain and normal coronary arteries -> Initial assessment of the patient -> Administer a double dose of proton pump inhibitor twice daily for 14 days -> Patient does not respond to PPI treatment -> Perform an endoscopy -> Abnormality found during endoscopy -> Treat based on the specific motility disorder,noncardiac chest pain
"A 55-year-old male with a history of noncardiac chest pain and normal coronary arteries has been unresponsive to a double dose of proton pump inhibitor twice daily for 14 days. An endoscopy revealed no structural abnormalities, and provocative testing during endoscopy did not induce pain. Subsequent 24-hour pH monitoring showed normal pH levels. Manometry results were also normal. What is the MOST appropriate next step in evaluating the cause of his chest pain?","Perform provocative testing (Bernstein, Tensilon, Balloon Distention).","['Administer a calcium channel blocker.', 'Initiate a trial of nitroglycerin.', 'Perform provocative testing (Bernstein, Tensilon, Balloon Distention).', 'Prescribe a tricyclic antidepressant.', 'Repeat the endoscopy with biopsy.']",C,"Patient with noncardiac chest pain and normal coronary arteries -> Initial assessment of the patient -> Administer a double dose of proton pump inhibitor twice daily for 14 days -> Patient does not respond to PPI treatment -> Perform an endoscopy -> No pain induced during provocative testing -> Conduct 24-hour pH monitoring -> pH levels are normal -> Perform manometry -> Manometry results are normal or show a nonspecific motility disorder -> Perform provocative testing (Bernstein, Tensilar, Balloon Distention) -> Chest pain induced during provocative testing -> Esophageal cause of chest pain is likely -> Treat based on the specific motility disorder",noncardiac chest pain
"A 45-year-old woman with a history of anxiety presents to the clinic with recurrent episodes of noncardiac chest pain. Her coronary arteries were found to be normal during a previous workup. After initial assessment, she was treated with a double dose of proton pump inhibitor twice daily for 14 days, but her symptoms persisted. An endoscopy was performed, and provocative testing did not induce any pain. What is the next appropriate step in managing this patient's condition?",Reassure the patient,"['Initiate a trial of calcium channel blockers', 'Perform ambulatory pH monitoring', 'Reassure the patient', 'Prescribe a tricyclic antidepressant', 'Repeat the endoscopy with biopsy']",C,Patient with noncardiac chest pain and normal coronary arteries -> Initial assessment of the patient -> Administer a double dose of proton pump inhibitor twice daily for 14 days -> Patient does not respond to PPI treatment -> Perform an endoscopy -> No pain induced during provocative testing -> Esophageal cause of chest pain is unlikely -> Reassure the patient,noncardiac chest pain
"A 45-year-old male presents with recurrent episodes of noncardiac chest pain despite having normal coronary arteries. Initial treatment with a double dose of proton pump inhibitor twice daily for 14 days proved ineffective. An endoscopy revealed no structural abnormalities, and provocative testing did not induce pain. What is the MOST appropriate next step in managing this patient's chest pain?",Initiate a trial of a tricyclic antidepressant,"['Repeat the endoscopy with biopsy', 'Perform ambulatory pH monitoring', 'Initiate a trial of a tricyclic antidepressant', 'Prescribe a calcium channel blocker', 'Refer for psychiatric evaluation']",C,Patient with noncardiac chest pain and normal coronary arteries -> Initial assessment of the patient -> Administer a double dose of proton pump inhibitor twice daily for 14 days -> Patient does not respond to PPI treatment -> Perform an endoscopy -> No pain induced during provocative testing -> Esophageal cause of chest pain is unlikely -> Consider a trial of a tricyclic antidepressant,noncardiac chest pain
"A 45-year-old female presents with recurrent episodes of cardiac-type chest pain. Coronary angiography revealed normal coronary arteries. An initial trial of high-dose PPI therapy for 14 days was unsuccessful. Subsequent endoscopy showed no structural abnormalities. Provocative testing did not induce chest pain. 24-hour pH monitoring revealed low esophageal pH, but no correlation with chest pain episodes. What would be the next appropriate step in managing this patient's noncardiac chest pain?","Initiate an empiric trial of treatment for GERD, considering possible esophageal involvement despite the lack of direct correlation between low pH and chest pain episodes.","['Repeat coronary angiography to rule out microvascular angina', 'Prescribe an antidepressant for anxiety', 'Initiate an empiric trial of treatment for GERD, considering possible esophageal involvement despite the lack of direct correlation between low pH and chest pain episodes.', 'Perform esophageal manometry to assess for motility disorders', 'Refer for psychiatric evaluation for panic disorder']",C,"Patient with noncardiac chest pain and normal coronary arteries -> Initial assessment of the patient -> Administer a double dose of proton pump inhibitor twice daily for 14 days -> Patient does not respond to PPI treatment -> Perform an endoscopy -> No pain induced during provocative testing -> Conduct 24-hour pH monitoring -> Low pH but not correlated with chest pain -> Possible esophageal cause, consider GERD -> Initiate an empiric trial of treatment for GERD",noncardiac chest pain
A 55-year-old woman with a history of hypertension is found to have a 5 cm adrenal incidentaloma during an abdominal CT scan for unrelated reasons. She denies any symptoms of hormone excess. What is the most appropriate next step in management?,Resection of the adrenal mass,"[""'Resection of the adrenal mass'"", ""'Fine needle aspiration of the mass'"", ""'Metanephrine testing'"", ""'Observation with serial imaging'"", ""'Aldosterone-to-renin ratio measurement'""]",A,"Initial assessment of a patient with adrenal incidentaloma -> Obtain patient's medical history -> Perform physical examination for signs of adrenal hyperfunction -> If mass is larger than 4 cm, resect",adrenal incidentaloma
"A 55-year-old woman with a history of hypertension and occasional palpitations is found to have a 3 cm adrenal incidentaloma during an abdominal CT scan for unrelated reasons. She denies any recent changes in medication or diet. According to the recommended initial assessment, what is the next best step in her management?",Measure serum metanephrines,"['Repeat the CT scan in 3 months to assess for growth', 'Order an MRI of the adrenal glands', 'Measure serum metanephrines', 'Perform a dexamethasone suppression test', 'Initiate treatment with an alpha-blocker']",C,"Initial assessment of a patient with adrenal incidentaloma -> Obtain patient's medical history -> Perform physical examination for signs of adrenal hyperfunction -> For all patients, measure serum metanephrines",adrenal incidentaloma
"A 55-year-old woman with a history of hypertension and type 2 diabetes is incidentally found to have a 3 cm adrenal mass on a CT scan performed for abdominal pain. She denies any symptoms of Cushing's syndrome, pheochromocytoma, or hyperaldosteronism. What is the next best step in the evaluation of this patient?","Obtain the patient's complete medical history and perform a physical examination, specifically looking for signs and symptoms of adrenal hormone excess.","['Perform a biopsy of the adrenal mass to rule out malignancy.', 'Order an MRI of the adrenal glands with and without contrast.', 'Obtain the patient's complete medical history and perform a physical examination, specifically looking for signs and symptoms of adrenal hormone excess.', 'Immediately schedule a laparoscopic adrenalectomy.', 'Measure serum metanephrines and 24-hour urinary free cortisol.']",C,"Initial assessment of a patient with adrenal incidentaloma -> Obtain patient's medical history -> Perform physical examination for signs of adrenal hyperfunction -> If there are symptoms or signs of Cushing's syndrome, perform overnight dexamethasone suppression test and measure 24-hour urinary free cortisol",adrenal incidentaloma
"A 58-year-old woman with a history of hypertension and occasional hypokalemia is found to have an adrenal incidentaloma during an abdominal CT scan for unrelated reasons. She is currently taking lisinopril for blood pressure control. According to the guidelines for initial assessment, what is the MOST appropriate next step in evaluating this patient?","Measure plasma aldosterone and renin activity after discontinuing lisinopril, if clinically appropriate.","['Obtain a detailed family history of endocrine disorders.', 'Order an immediate adrenal biopsy to rule out malignancy.', 'Measure plasma aldosterone and renin activity after discontinuing lisinopril, if clinically appropriate.', 'Perform a dexamethasone suppression test to evaluate for Cushing's syndrome.', 'Initiate treatment with spironolactone to manage hypertension and hypokalemia.']",C,"Initial assessment of a patient with adrenal incidentaloma -> Obtain patient's medical history -> Perform physical examination for signs of adrenal hyperfunction -> If the patient is hypertensive or hypokalemic, measure plasma aldosterone and renin activity",adrenal incidentaloma
"A 45-year-old woman with a history of hirsutism and voice deepening is found to have an adrenal incidentaloma during an abdominal CT scan for unrelated reasons. Besides the aforementioned symptoms, she also reports irregular menstrual cycles. Considering the clinical presentation and the incidentaloma, which of the following is the MOST appropriate next step in the evaluation?","Measure testosterone, estradiol, and DHEA-sulfate levels","['Perform a dexamethasone suppression test', 'Obtain serum metanephrines', 'Measure testosterone, estradiol, and DHEA-sulfate levels', 'Initiate treatment with spironolactone', 'Order a PET-CT scan to assess for malignancy']",C,"Initial assessment of a patient with adrenal incidentaloma -> Obtain patient's medical history -> Perform physical examination for signs of adrenal hyperfunction -> If there are signs of virilization or feminization, measure testosterone, estradiol, and DHEA-sulfate",adrenal incidentaloma
"A 75-year-old woman with osteoporosis presents to the emergency department after a fall at home, complaining of severe hip pain and an inability to bear weight on the affected leg. Given her history and mechanism of injury, which of the following fractures should be considered in the initial evaluation?","Hip fracture, Pelvic fracture, Trochanteric fracture","['Osteoporotic compression fracture of the spine', 'Distal radius fracture', 'Hip fracture, Pelvic fracture, Trochanteric fracture', 'Shoulder dislocation', 'Ankle sprain']",C,"Patient with HIP PAIN -> History of trauma -> Consider: Hip fracture, Pelvic fracture, Trochanteric fracture",hip pain
A 55-year-old male presents with hip pain that started insidiously a few weeks ago. He denies any trauma or injury to the hip. The pain is primarily located in the groin and sometimes radiates down the thigh. Which of the following conditions should be considered in the initial differential diagnosis?,"Hip arthropathy (Degenerative, Infectious, Inflammatory, Avascular necrosis)","[""'Hip arthropathy (Degenerative"", ""'Ischial bursitis'"", ""'Femoral neck stress fracture'"", ""'Lumbar spinal stenosis'"", ""'Gluteus medius tendonitis'"", 'Infectious', 'Inflammatory', ""Avascular necrosis)'""]",A,"Patient with HIP PAIN -> No history of trauma -> Groin (or thigh) pain. Consider hip arthropathy: Degenerative, Infectious, Inflammatory, Avascular necrosis",hip pain
"A 58-year-old woman presents with atraumatic buttock pain. She denies any recent falls or injuries. Physical examination reveals no neurological deficits, but she reports pain in the buttock region. Which of the following conditions should be considered in the differential diagnosis?","LS spine disease, SI joint disease and Ischial bursitis","['Hip osteoarthritis', 'Femoral neck stress fracture', 'LS spine disease, SI joint disease and Ischial bursitis', 'Gluteus medius tendinitis', 'Avascular necrosis']",C,"Patient with HIP PAIN -> No history of trauma -> Buttock pain. Consider: LS spine disease: OA, Disk disease with sciatica. SI joint disease: OA, Inflammatory. Ischial bursitis",hip pain
A 55-year-old woman presents with lateral hip pain that has gradually worsened over the past few months. She reports no history of trauma or injury to the hip. Physical examination reveals tenderness over the greater trochanter. What is the most likely working diagnosis?,Trochanteric syndrome (bursitis or gluteus medius tendinitis),"['Osteoarthritis of the hip', 'Sacroiliac joint dysfunction', 'Trochanteric syndrome (bursitis or gluteus medius tendinitis)', 'Hip fracture', 'Lumbar spinal stenosis']",C,Patient with HIP PAIN -> No history of trauma -> Lateral pain. Working diagnosis: Trochanteric syndrome (bursitis or gluteus medius tendinitis),hip pain
A 54-year-old woman presents to her primary care physician complaining of right hip pain that has gradually worsened over the past few months. She denies any recent trauma or injury to the area. What is the most appropriate next step in evaluating her hip pain?,Obtain radiographs of the hip and pelvis.,"[""'Obtain radiographs of the hip and pelvis.'"", ""'Prescribe NSAIDs for pain relief.'"", ""'Refer her to physical therapy.'"", ""'Order an MRI of the hip.'"", ""'Recommend a course of oral steroids.'""]",A,Patient with HIP PAIN -> No history of trauma -> Radiography -> Diagnosis made,hip pain
A 54-year-old woman presents to her physician with a complaint of persistent hip pain that started insidiously a few months ago. She denies any recent trauma or injury to the hip area. Initial radiographs show no obvious abnormalities. What would be the most appropriate next step in management?,"Further imaging with MRI, CT, or bone scan.","[""'Further imaging with MRI"", ""'Order an electromyography (EMG)'"", ""'Prescribe opioid pain medication'"", ""'Recommend hip joint aspiration'"", ""'Initiate physical therapy and NSAIDs'"", 'CT', ""or bone scan.'""]",A,"Patient with HIP PAIN -> No history of trauma -> Radiography -> Diagnosis uncertain -> MRI, CT, or bone scan",hip pain
"A 54-year-old woman presents with atraumatic hip pain that has progressively worsened over the past few weeks. Initial radiographs show no obvious fractures or dislocations, and the diagnosis remains uncertain. What is the MOST appropriate next step in management?",Consider image-guided hip aspiration,"[""'Consider image-guided hip aspiration'"", ""'Prescribe NSAIDs and monitor response'"", ""'Order a bone scan'"", ""'Initiate physical therapy'"", ""'Refer to rheumatology for further evaluation'""]",A,Patient with HIP PAIN -> No history of trauma -> Radiography -> Diagnosis uncertain -> Consider image-guided hip aspiration,hip pain
"A 55-year-old male with a history of chronic alcohol abuse presents with muscle weakness, tremors, and cardiac arrhythmias. His serum magnesium level is found to be 1.5 mEq/L. What is the MOST appropriate next step in evaluating the cause of his hypomagnesemia?",Perform a 24-hour urine test to measure magnesium excretion.,"[""'Perform a 24-hour urine test to measure magnesium excretion.'"", ""'Order an ECG to assess for cardiac abnormalities.'"", ""'Check serum calcium and potassium levels.'"", ""'Administer intravenous magnesium sulfate.'"", ""'Obtain a detailed dietary history focusing on magnesium intake.'""]",A,"Evaluate patient for hypomagnesemia -> Magnesium level below the reference range -> Multiple system involvement (Cardiac, Neuromuscular, CNS). Determine whether caused by decreased intake/absorption or increased losses -> Perform a 24-hour urine test to measure magnesium excretion -> Treat underlying causes. Increase Mg supplementation",hyperkalemia
A 60-year-old male presents to the emergency department with a wide-complex tachycardia. He is hypotensive and showing signs of poor perfusion. What is the most appropriate immediate intervention?,Direct current (DC) cardioversion.,"[""'Direct current (DC) cardioversion.'"", ""'Perform a vagal maneuver.'"", ""'Administer intravenous adenosine.'"", ""'Administer intravenous amiodarone.'"", ""'Obtain a 12-lead ECG and consult cardiology.'""]",A,Patient with WIDE-COMPLEX TACHYCARDIA -> Unstable -> DC Cardioversion,wide-complex tachycardia
"A 70-year-old male with a history of myocardial infarction presents with stable wide-complex tachycardia. The ECG shows a QRS duration of 170 ms, right axis deviation, a broad R wave in V1 lasting 50 ms, and a Q wave in V6. According to the mentioned criteria, what is the most likely diagnosis?",Ventricular tachycardia,"[""'Ventricular tachycardia'"", ""'Supraventricular tachycardia with bundle branch block'"", ""'Sinus tachycardia with pre-excitation'"", ""'Atrial flutter with variable block'"", ""'Atrial fibrillation with aberrant conduction'""]",A,"Patient with WIDE-COMPLEX TACHYCARDIA -> Stable -> History and physical examination -> QRS duration >160 ms, Right axis deviation >90°, V1: broad R >40 ms, delayed R to S duration >100 ms, V6: any Q wave, Negative concordance",wide-complex tachycardia
"A 68-year-old male with a history of myocardial infarction presents with wide-complex tachycardia. Initial assessment reveals hemodynamic stability and no obvious AV dissociation on the ECG. The QRS complex in V1 is positive, resembling RBBB. Which ECG findings would strongly suggest a ventricular tachycardia (VT) origin in this patient?","QRS duration >160 ms, Right axis deviation >90°, V1: broad R >40 ms, delayed R to S duration >100 ms, V6: any Q wave, Negative concordance","['QRS duration of 130 ms, left axis deviation, and R:S ratio >1 in V6.', 'QRS duration of 150 ms, left axis deviation, a single R wave in V1, and positive concordance.', 'QRS duration >160 ms, Right axis deviation >90°, V1: broad R >40 ms, delayed R to S duration >100 ms, V6: any Q wave, Negative concordance', 'QRS duration of 145 ms, normal axis, biphasic (QR) R wave in V1, and R:S ratio of <1 in V6.', 'QRS duration of 120 ms, right axis deviation, and a triphasic R wave in V1 with the initial R wave taller than the secondary R wave.']",C,"Patient with WIDE-COMPLEX TACHYCARDIA -> Stable -> Evidence of AV dissociation? -> No -> Differentiate between LBBB- and RBBB-type patterns and apply morphologic analysis -> V1 positive (RBBB) -> QRS duration >160 ms, Right axis deviation >90°, V1: broad R >40 ms, delayed R to S duration >100 ms, V6: any Q wave, Negative concordance",wide-complex tachycardia
A 28-year-old male presents to the emergency department with palpitations and dizziness. An ECG reveals wide-complex tachycardia. The patient is hemodynamically stable. He reports similar episodes occurring frequently over the past 3 years. What is the MOST appropriate next step in management?,"Obtain a detailed history and physical examination, focusing on factors that suggest supraventricular tachycardia with aberrancy, such as younger age and recurrent symptoms.","[""'Obtain a detailed history and physical examination"", ""'Perform immediate synchronized cardioversion.'"", ""'Administer intravenous adenosine.'"", ""'Administer intravenous amiodarone.'"", 'focusing on factors that suggest supraventricular tachycardia with aberrancy', ""such as younger age and recurrent symptoms.'"", ""'Immediately perform a 12-lead ECG and analyze for AV dissociation.'""]",A,"Patient with WIDE-COMPLEX TACHYCARDIA -> Stable -> History and physical examination -> Younger age (<35), Recurrent symptoms for >3 yr",wide-complex tachycardia
"A 58-year-old male presents to the emergency department with a wide-complex tachycardia. He is currently hemodynamically stable, maintaining a blood pressure of 110/70 mmHg and is alert and oriented. According to the guidelines, what is the next appropriate step in managing this patient?",Obtain a 12-lead ECG,"[""'Obtain a 12-lead ECG'"", ""'Perform immediate synchronized cardioversion'"", ""'Administer intravenous adenosine'"", ""'Administer intravenous amiodarone'"", ""'Initiate a Valsalva maneuver'""]",A,Patient with WIDE-COMPLEX TACHYCARDIA -> Stable -> Obtain 12-lead ECG,wide-complex tachycardia
"A 58-year-old male presents to the emergency department with a wide-complex tachycardia. He is hemodynamically stable. Upon further evaluation, the ECG shows AV dissociation. Based on this finding, what is the most likely diagnosis?",Ventricular Tachycardia (VT),"['Atrial Fibrillation with Aberrancy', 'Supraventricular Tachycardia (SVT) with Aberrancy', 'Ventricular Tachycardia (VT)', 'Sinus Tachycardia with Bundle Branch Block', 'Atrial Flutter with Aberrancy']",C,Patient with WIDE-COMPLEX TACHYCARDIA -> Stable -> Evidence of AV dissociation? -> Yes -> VT,wide-complex tachycardia
"A 54-year-old woman presents with palpable purpura on her lower extremities. She reports a recent upper respiratory infection and associated joint pain. Physical examination reveals no signs of sepsis, and her vital signs are stable. Which of the following is the MOST appropriate next step in the management of this patient?","Obtain blood cultures and perform a skin biopsy of a purpuric lesion for light microscopy, bacterial smear, and culture to rule out underlying sepsis.","['Initiate empiric antibiotic therapy', 'Order a comprehensive metabolic panel and complete blood count', 'Obtain blood cultures and perform a skin biopsy of a purpuric lesion for light microscopy, bacterial smear, and culture to rule out underlying sepsis.', 'Prescribe topical corticosteroids for symptomatic relief', 'Refer the patient to a rheumatologist for further evaluation']",C,Patient with PALPABLE PURPURA -> History -> Physical examination -> Systemic signs/symptoms -> Signs of sepsis -> Blood Cultures Skin Biopsy,palpable purpura
"A 72-year-old male presents with palpable purpura on his lower extremities, fever, and altered mental status. Physical examination reveals tachycardia and tachypnea. Considering the possibility of septic vasculitis, what is the MOST appropriate next step in management?","Obtain blood cultures and perform a skin biopsy of a purpuric lesion for light microscopy, bacterial smear, and culture.","[""'Obtain blood cultures and perform a skin biopsy of a purpuric lesion for light microscopy"", ""'Prescribe topical corticosteroids to reduce inflammation.'"", ""'Order a complete blood count (CBC) and comprehensive metabolic panel (CMP).'"", ""'Administer broad-spectrum antibiotics immediately without further investigation.'"", 'bacterial smear', ""and culture.'"", ""'Initiate treatment for Henoch-Schönlein purpura.'""]",A,"Patient with PALPABLE PURPURA -> History -> Physical examination -> Systemic signs/symptoms -> Signs of sepsis -> Consider:
Streptococcal infection
Staphylococcal sepsis
 গনোকোসেমিয়া
Meningococcemia
Rickettsial disease
Viral infection",palpable purpura
"A 58-year-old male presents with palpable purpura on his lower extremities. After taking a thorough history and performing a physical examination, no systemic signs of sepsis are present. What is the MOST appropriate next step in the evaluation of this patient?","Obtain a hemogram, chemistry screen, serum cryoglobulins, serum complement, and perform a skin biopsy.","[""'Prescribe antihistamines and observe for resolution of symptoms.'"", ""'Immediately perform a skin biopsy of a purpuric lesion for light microscopy"", 'bacterial smear', ""and culture.'"", ""'Initiate broad-spectrum antibiotics to cover potential septic vasculitis.'"", ""'Order a complete blood count and comprehensive metabolic panel only.'"", ""'Obtain a hemogram"", 'chemistry screen', 'serum cryoglobulins', 'serum complement', ""and perform a skin biopsy.'""]",A,"Patient with PALPABLE PURPURA -> History -> Physical examination -> Systemic signs/symptoms -> Systemic signs without sepsis -> Hemogram
Chemistry Screen
Serum Cryoglobulins
Serum Complement
Skin Biopsy",palpable purpura
