source,leaf,paths
Patient with POLYARTICULAR ARTHRITIS,Inflammatory osteoarthritis,"Determine if patient has polyarticular arthritis based on history, physical examination, radiographs, and laboratory tests -> Determine if the polyarticular arthritis is inflammatory -> Determine if there is no axial involvement -> Determine if polyarthritis is asymmetric -> Inflammatory osteoarthritis"
Patient with POLYARTICULAR ARTHRITIS,Rheumatic fever,"Determine if patient has polyarticular arthritis based on history, physical examination, radiographs, and laboratory tests -> Determine if the polyarticular arthritis is inflammatory -> Determine if there is no axial involvement -> Determine if polyarthritis is asymmetric -> Consider other diagnoses -> Rheumatic fever"
Patient with POLYARTICULAR ARTHRITIS,Whipple's disease,"Determine if patient has polyarticular arthritis based on history, physical examination, radiographs, and laboratory tests -> Determine if the polyarticular arthritis is inflammatory -> Determine if there is no axial involvement -> Determine if polyarthritis is asymmetric -> Consider other diagnoses -> Whipple's disease"
Patient with POLYARTICULAR ARTHRITIS,Leukemic arthritis,"Determine if patient has polyarticular arthritis based on history, physical examination, radiographs, and laboratory tests -> Determine if the polyarticular arthritis is inflammatory -> Determine if there is no axial involvement -> Determine if polyarthritis is asymmetric -> Consider other diagnoses -> Leukemic arthritis"
Patient with POLYARTICULAR ARTHRITIS,Myelodysplastic syndromes,"Determine if patient has polyarticular arthritis based on history, physical examination, radiographs, and laboratory tests -> Determine if the polyarticular arthritis is inflammatory -> Determine if there is no axial involvement -> Determine if polyarthritis is asymmetric -> Consider other diagnoses -> Myelodysplastic syndromes"
Patient with POLYARTICULAR ARTHRITIS,Amyloidosis,"Determine if patient has polyarticular arthritis based on history, physical examination, radiographs, and laboratory tests -> Determine if the polyarticular arthritis is inflammatory -> Determine if there is no axial involvement -> Determine if polyarthritis is asymmetric -> Consider other diagnoses -> Amyloidosis||Determine if patient has polyarticular arthritis based on history, physical examination, radiographs, and laboratory tests -> Determine if the polyarticular arthritis is noninflammatory -> Osteoarthritis -> Secondary osteoarthritis -> Amyloidosis"
Patient with POLYARTICULAR ARTHRITIS,Primary osteoarthritis,"Determine if patient has polyarticular arthritis based on history, physical examination, radiographs, and laboratory tests -> Determine if the polyarticular arthritis is noninflammatory -> Osteoarthritis -> Primary osteoarthritis"
Patient with POLYARTICULAR ARTHRITIS,Obesity,"Determine if patient has polyarticular arthritis based on history, physical examination, radiographs, and laboratory tests -> Determine if the polyarticular arthritis is noninflammatory -> Osteoarthritis -> Secondary osteoarthritis -> Obesity"
Patient with POLYARTICULAR ARTHRITIS,Trauma/injury,"Determine if patient has polyarticular arthritis based on history, physical examination, radiographs, and laboratory tests -> Determine if the polyarticular arthritis is noninflammatory -> Osteoarthritis -> Secondary osteoarthritis -> Trauma/injury"
Patient with POLYARTICULAR ARTHRITIS,Hemochromatosis,"Determine if patient has polyarticular arthritis based on history, physical examination, radiographs, and laboratory tests -> Determine if the polyarticular arthritis is noninflammatory -> Osteoarthritis -> Secondary osteoarthritis -> Hemochromatosis"
Patient with POLYARTICULAR ARTHRITIS,Ochronosis,"Determine if patient has polyarticular arthritis based on history, physical examination, radiographs, and laboratory tests -> Determine if the polyarticular arthritis is noninflammatory -> Osteoarthritis -> Secondary osteoarthritis -> Ochronosis"
Patient with POLYARTICULAR ARTHRITIS,Hyperparathyroidism,"Determine if patient has polyarticular arthritis based on history, physical examination, radiographs, and laboratory tests -> Determine if the polyarticular arthritis is noninflammatory -> Osteoarthritis -> Secondary osteoarthritis -> Hyperparathyroidism"
Patient with POLYARTICULAR ARTHRITIS,Wilson's disease,"Determine if patient has polyarticular arthritis based on history, physical examination, radiographs, and laboratory tests -> Determine if the polyarticular arthritis is noninflammatory -> Osteoarthritis -> Secondary osteoarthritis -> Wilson's disease"
Patient with POLYARTICULAR ARTHRITIS,Acromegaly,"Determine if patient has polyarticular arthritis based on history, physical examination, radiographs, and laboratory tests -> Determine if the polyarticular arthritis is noninflammatory -> Osteoarthritis -> Secondary osteoarthritis -> Acromegaly"
Patient with POLYARTICULAR ARTHRITIS,Avascular necrosis,"Determine if patient has polyarticular arthritis based on history, physical examination, radiographs, and laboratory tests -> Determine if the polyarticular arthritis is noninflammatory -> Other causes of noninflammatory polyarthritis -> Avascular necrosis"
Patient with POLYARTICULAR ARTHRITIS,Hypertrophic pulmonary osteoarthropathy,"Determine if patient has polyarticular arthritis based on history, physical examination, radiographs, and laboratory tests -> Determine if the polyarticular arthritis is noninflammatory -> Other causes of noninflammatory polyarthritis -> Hypertrophic pulmonary osteoarthropathy"
