source,leaf,paths
Patient with DYSPNEA,Neuromuscular disease,"Patient with DYSPNEA -> The initial assessment of a patient with dyspnea focuses on the history. -> More chronic dyspnea may be evaluated in a stepwise fashion in an outpatient setting. -> Physical examination helps guide further diagnostic studies. -> The first study in the evaluation of dyspnea is often a chest x-ray (CXR). This study can reveal underlying changes consistent with CHF, chronic obstructive pulmonary disease (COPD), or interstitial lung disease. It can also demonstrate pleural effusions, which may have been suspected based on the physical examination, and masses, which may have gone undetected. At the same time, initial studies should include a CBC to assess for anemia as a cause of dyspnea. -> Pulmonary causes -> In a patient with presumed pulmonary disease and normal CXR, the next step is often pulmonary function testing (PFT). -> Initial spirometry can guide further studies, diagnose obstruction (FEV1/FVC <70%), and suggest restrictive physiology. Lung volumes will diagnose restriction, and additional PFT can help distinguish between interstitial lung disease, neuromuscular weakness, and results in disorders of the chest wall. -> Restrictive -> Neuromuscular disease"
Patient with DYSPNEA,Chest wall deformity,"Patient with DYSPNEA -> The initial assessment of a patient with dyspnea focuses on the history. -> More chronic dyspnea may be evaluated in a stepwise fashion in an outpatient setting. -> Physical examination helps guide further diagnostic studies. -> The first study in the evaluation of dyspnea is often a chest x-ray (CXR). This study can reveal underlying changes consistent with CHF, chronic obstructive pulmonary disease (COPD), or interstitial lung disease. It can also demonstrate pleural effusions, which may have been suspected based on the physical examination, and masses, which may have gone undetected. At the same time, initial studies should include a CBC to assess for anemia as a cause of dyspnea. -> Pulmonary causes -> In a patient with presumed pulmonary disease and normal CXR, the next step is often pulmonary function testing (PFT). -> Initial spirometry can guide further studies, diagnose obstruction (FEV1/FVC <70%), and suggest restrictive physiology. Lung volumes will diagnose restriction, and additional PFT can help distinguish between interstitial lung disease, neuromuscular weakness, and results in disorders of the chest wall. -> Restrictive -> Chest wall deformity"
Patient with DYSPNEA,Asthma,"Patient with DYSPNEA -> The initial assessment of a patient with dyspnea focuses on the history. -> More chronic dyspnea may be evaluated in a stepwise fashion in an outpatient setting. -> Physical examination helps guide further diagnostic studies. -> The first study in the evaluation of dyspnea is often a chest x-ray (CXR). This study can reveal underlying changes consistent with CHF, chronic obstructive pulmonary disease (COPD), or interstitial lung disease. It can also demonstrate pleural effusions, which may have been suspected based on the physical examination, and masses, which may have gone undetected. At the same time, initial studies should include a CBC to assess for anemia as a cause of dyspnea. -> Pulmonary causes -> In a patient with presumed pulmonary disease and normal CXR, the next step is often pulmonary function testing (PFT). -> Initial spirometry can guide further studies, diagnose obstruction (FEV1/FVC <70%), and suggest restrictive physiology. Lung volumes will diagnose restriction, and additional PFT can help distinguish between interstitial lung disease, neuromuscular weakness, and results in disorders of the chest wall. -> Obstructive -> Asthma"
Patient with DYSPNEA,COPD,"Patient with DYSPNEA -> The initial assessment of a patient with dyspnea focuses on the history. -> More chronic dyspnea may be evaluated in a stepwise fashion in an outpatient setting. -> Physical examination helps guide further diagnostic studies. -> The first study in the evaluation of dyspnea is often a chest x-ray (CXR). This study can reveal underlying changes consistent with CHF, chronic obstructive pulmonary disease (COPD), or interstitial lung disease. It can also demonstrate pleural effusions, which may have been suspected based on the physical examination, and masses, which may have gone undetected. At the same time, initial studies should include a CBC to assess for anemia as a cause of dyspnea. -> Pulmonary causes -> In a patient with presumed pulmonary disease and normal CXR, the next step is often pulmonary function testing (PFT). -> Initial spirometry can guide further studies, diagnose obstruction (FEV1/FVC <70%), and suggest restrictive physiology. Lung volumes will diagnose restriction, and additional PFT can help distinguish between interstitial lung disease, neuromuscular weakness, and results in disorders of the chest wall. -> Obstructive -> COPD"
Patient with DYSPNEA,Bronchiectasis,"Patient with DYSPNEA -> The initial assessment of a patient with dyspnea focuses on the history. -> More chronic dyspnea may be evaluated in a stepwise fashion in an outpatient setting. -> Physical examination helps guide further diagnostic studies. -> The first study in the evaluation of dyspnea is often a chest x-ray (CXR). This study can reveal underlying changes consistent with CHF, chronic obstructive pulmonary disease (COPD), or interstitial lung disease. It can also demonstrate pleural effusions, which may have been suspected based on the physical examination, and masses, which may have gone undetected. At the same time, initial studies should include a CBC to assess for anemia as a cause of dyspnea. -> Pulmonary causes -> In a patient with presumed pulmonary disease and normal CXR, the next step is often pulmonary function testing (PFT). -> Initial spirometry can guide further studies, diagnose obstruction (FEV1/FVC <70%), and suggest restrictive physiology. Lung volumes will diagnose restriction, and additional PFT can help distinguish between interstitial lung disease, neuromuscular weakness, and results in disorders of the chest wall. -> Obstructive -> Bronchiectasis"
Patient with DYSPNEA,Emphysema,"Patient with DYSPNEA -> The initial assessment of a patient with dyspnea focuses on the history. -> More chronic dyspnea may be evaluated in a stepwise fashion in an outpatient setting. -> Physical examination helps guide further diagnostic studies. -> The first study in the evaluation of dyspnea is often a chest x-ray (CXR). This study can reveal underlying changes consistent with CHF, chronic obstructive pulmonary disease (COPD), or interstitial lung disease. It can also demonstrate pleural effusions, which may have been suspected based on the physical examination, and masses, which may have gone undetected. At the same time, initial studies should include a CBC to assess for anemia as a cause of dyspnea. -> Pulmonary causes -> An abnormal CXR usually prompts further radiograph studies, specifically a chest CT scan. -> A CT scan can reveal interstitial fibrosis, emphysema, pleural effusions, mass lesions, and pulmonary emboli. -> Emphysema"
Patient with DYSPNEA,Mass lesion,"Patient with DYSPNEA -> The initial assessment of a patient with dyspnea focuses on the history. -> More chronic dyspnea may be evaluated in a stepwise fashion in an outpatient setting. -> Physical examination helps guide further diagnostic studies. -> The first study in the evaluation of dyspnea is often a chest x-ray (CXR). This study can reveal underlying changes consistent with CHF, chronic obstructive pulmonary disease (COPD), or interstitial lung disease. It can also demonstrate pleural effusions, which may have been suspected based on the physical examination, and masses, which may have gone undetected. At the same time, initial studies should include a CBC to assess for anemia as a cause of dyspnea. -> Pulmonary causes -> An abnormal CXR usually prompts further radiograph studies, specifically a chest CT scan. -> A CT scan can reveal interstitial fibrosis, emphysema, pleural effusions, mass lesions, and pulmonary emboli. -> Mass lesion"
Patient with DYSPNEA,Pleural effusion,"Patient with DYSPNEA -> The initial assessment of a patient with dyspnea focuses on the history. -> More chronic dyspnea may be evaluated in a stepwise fashion in an outpatient setting. -> Physical examination helps guide further diagnostic studies. -> The first study in the evaluation of dyspnea is often a chest x-ray (CXR). This study can reveal underlying changes consistent with CHF, chronic obstructive pulmonary disease (COPD), or interstitial lung disease. It can also demonstrate pleural effusions, which may have been suspected based on the physical examination, and masses, which may have gone undetected. At the same time, initial studies should include a CBC to assess for anemia as a cause of dyspnea. -> Pulmonary causes -> An abnormal CXR usually prompts further radiograph studies, specifically a chest CT scan. -> A CT scan can reveal interstitial fibrosis, emphysema, pleural effusions, mass lesions, and pulmonary emboli. -> Pleural effusion"
Patient with DYSPNEA,Pulmonary vascular disease,"Patient with DYSPNEA -> The initial assessment of a patient with dyspnea focuses on the history. -> More chronic dyspnea may be evaluated in a stepwise fashion in an outpatient setting. -> Physical examination helps guide further diagnostic studies. -> The first study in the evaluation of dyspnea is often a chest x-ray (CXR). This study can reveal underlying changes consistent with CHF, chronic obstructive pulmonary disease (COPD), or interstitial lung disease. It can also demonstrate pleural effusions, which may have been suspected based on the physical examination, and masses, which may have gone undetected. At the same time, initial studies should include a CBC to assess for anemia as a cause of dyspnea. -> Pulmonary causes -> An abnormal CXR usually prompts further radiograph studies, specifically a chest CT scan. -> A CT scan can reveal interstitial fibrosis, emphysema, pleural effusions, mass lesions, and pulmonary emboli. -> Pulmonary vascular disease"
Patient with DYSPNEA,Interstitial lung disease,"Patient with DYSPNEA -> The initial assessment of a patient with dyspnea focuses on the history. -> More chronic dyspnea may be evaluated in a stepwise fashion in an outpatient setting. -> Physical examination helps guide further diagnostic studies. -> The first study in the evaluation of dyspnea is often a chest x-ray (CXR). This study can reveal underlying changes consistent with CHF, chronic obstructive pulmonary disease (COPD), or interstitial lung disease. It can also demonstrate pleural effusions, which may have been suspected based on the physical examination, and masses, which may have gone undetected. At the same time, initial studies should include a CBC to assess for anemia as a cause of dyspnea. -> Pulmonary causes -> An abnormal CXR usually prompts further radiograph studies, specifically a chest CT scan. -> A CT scan can reveal interstitial fibrosis, emphysema, pleural effusions, mass lesions, and pulmonary emboli. -> Interstitial lung disease"
