source,leaf,paths
Post-myocardial infarction care and counseling,Acute cardiac symptoms and how to find care,Management and counseling of patients after myocardial infarction (MI) -> Education -> Family -> Acute cardiac symptoms and how to find care
Post-myocardial infarction care and counseling,Avoidance of potentially harmful medications,Management and counseling of patients after myocardial infarction (MI) -> Education -> Patient -> Avoidance of potentially harmful medications
Post-myocardial infarction care and counseling,Use of nitrates,Management and counseling of patients after myocardial infarction (MI) -> Education -> Patient -> Use of nitrates
Post-myocardial infarction care and counseling,Stress importance of lifestyle changes,Management and counseling of patients after myocardial infarction (MI) -> Education -> Family -> Stress importance of lifestyle changes
Post-myocardial infarction care and counseling,CPR and AED education,Management and counseling of patients after myocardial infarction (MI) -> Education -> Family -> CPR and AED education
Post-myocardial infarction care and counseling,"Lipid lowering: NCEP guidelines, Goal LDL ≤70 mg/dl, Statins preferred","Management and counseling of patients after myocardial infarction (MI) -> Treatment -> Pharmacologic -> Lipid lowering: NCEP guidelines, Goal LDL ≤70 mg/dl, Statins preferred"
Post-myocardial infarction care and counseling,"Antiplatelet therapy: ASA 75-162 mg lifetime, clopidogrel x 9-12 mo","Management and counseling of patients after myocardial infarction (MI) -> Treatment -> Pharmacologic -> Antiplatelet therapy: ASA 75-162 mg lifetime, clopidogrel x 9-12 mo"
Post-myocardial infarction care and counseling,Beta blockers: All post-MI patients unless contraindicated,Management and counseling of patients after myocardial infarction (MI) -> Treatment -> Pharmacologic -> Beta blockers: All post-MI patients unless contraindicated
Post-myocardial infarction care and counseling,Antihypertensive therapy: Goal per JNC 7,Management and counseling of patients after myocardial infarction (MI) -> Treatment -> Pharmacologic -> Antihypertensive therapy: Goal per JNC 7
Post-myocardial infarction care and counseling,"ACE inhibitor/ARB: If heart failure, LV dysfunction, or diabetes","Management and counseling of patients after myocardial infarction (MI) -> Treatment -> Pharmacologic -> ACE inhibitor/ARB: If heart failure, LV dysfunction, or diabetes"
Post-myocardial infarction care and counseling,Consider for vascular prevention,Management and counseling of patients after myocardial infarction (MI) -> Treatment -> Pharmacologic -> Consider for vascular prevention
Post-myocardial infarction care and counseling,Antiischemic agents (NTG),Management and counseling of patients after myocardial infarction (MI) -> Treatment -> Pharmacologic -> Antiischemic agents (NTG)
Post-myocardial infarction care and counseling,"Warfarin: If indication for anticoagulation (AF, mural thrombus, etc.)","Management and counseling of patients after myocardial infarction (MI) -> Treatment -> Pharmacologic -> Warfarin: If indication for anticoagulation (AF, mural thrombus, etc.)"
Post-myocardial infarction care and counseling,Diabetes: Optimize glycemia,Management and counseling of patients after myocardial infarction (MI) -> Treatment -> Pharmacologic -> Diabetes: Optimize glycemia
Post-myocardial infarction care and counseling,Assessment and treatment of depression/anxiety,Management and counseling of patients after myocardial infarction (MI) -> Treatment -> Psychosocial -> Assessment and treatment of depression/anxiety
Post-myocardial infarction care and counseling,Assessment of overall prognosis and patient's values with regard to goals of therapy,Management and counseling of patients after myocardial infarction (MI) -> Treatment -> Psychosocial -> Assessment of overall prognosis and patient's values with regard to goals of therapy
Post-myocardial infarction care and counseling,Diet plan/ nutrition referral,Management and counseling of patients after myocardial infarction (MI) -> Treatment -> Behavioral -> Diet plan/ nutrition referral
Post-myocardial infarction care and counseling,Smoking cessation plan,Management and counseling of patients after myocardial infarction (MI) -> Treatment -> Behavioral -> Smoking cessation plan
Post-myocardial infarction care and counseling,Exercise plan/ cardiac rehabilitation,Management and counseling of patients after myocardial infarction (MI) -> Treatment -> Behavioral -> Exercise plan/ cardiac rehabilitation
Post-myocardial infarction care and counseling,Supervised exercise program for moderate- to high-risk patients,Management and counseling of patients after myocardial infarction (MI) -> Treatment -> Behavioral -> Supervised exercise program for moderate- to high-risk patients
Post-myocardial infarction care and counseling,Supervised rehabilitation program may enhance education and exercise for all patients,Management and counseling of patients after myocardial infarction (MI) -> Treatment -> Behavioral -> Supervised rehabilitation program may enhance education and exercise for all patients
Post-myocardial infarction care and counseling,Symptom-limited ETT at 3–6 wk after MI prior to formal exercise program,Management and counseling of patients after myocardial infarction (MI) -> Treatment -> Behavioral -> Symptom-limited ETT at 3–6 wk after MI prior to formal exercise program
Post-myocardial infarction care and counseling,Maintain activity ≤5 METS until 3-6 wk follow-up with physician ± symptom-limited ETT,Management and counseling of patients after myocardial infarction (MI) -> Treatment -> Behavioral -> Maintain activity ≤5 METS until 3-6 wk follow-up with physician ± symptom-limited ETT
